c1,c2,u1,u2,t
27,7,0.54756,0.14842,6
27,8,0.55411,0.16786,6
27,9,0.55234,0.19189,12
27,10,0.54944,0.21484,5
27,11,0.55203,0.22947,9
27,12,0.54817,0.24633,11
27,13,0.54955,0.271,7
27,14,0.54705,0.29054,9
27,15,0.5487,0.30944,13
27,16,0.54882,0.32513,8
27,17,0.54467,0.35406,6
27,18,0.55102,0.37472,7
27,19,0.54772,0.39092,11
27,20,0.54813,0.41132,5
27,21,0.55092,0.42896,11
27,22,0.54873,0.44371,5
27,23,0.54414,0.46886,1
27,24,0.55331,0.48904,2
27,26,0.547,0.53321,3
27,27,0.54793,0.55133,8
27,28,0.55286,0.57122,3
27,29,0.55048,0.59071,4
27,30,0.55307,0.61017,5
27,31,0.55216,0.62888,12
27,32,0.55266,0.65103,9
27,33,0.55506,0.66899,3
27,34,0.55096,0.68682,1
27,35,0.54753,0.70696,3
27,36,0.54919,0.73559,7
27,37,0.55175,0.74639,6
27,38,0.54852,0.76475,7
27,39,0.55387,0.78823,3
27,40,0.54978,0.81241,6
27,41,0.55077,0.82956,11
27,42,0.54759,0.84788,7
27,43,0.55053,0.86441,2
27,44,0.54401,0.89816,1
27,48,0.55719,0.96726,1
27,49,0.55203,0.9953,1
28,2,0.56698,0.05981,1
28,3,0.56836,0.0723,6
28,4,0.56917,0.0903,11
28,5,0.56824,0.11058,10
28,6,0.56679,0.13006,8
28,7,0.5703,0.14722,8
28,8,0.57213,0.1687,7
28,9,0.56537,0.18915,7
28,10,0.56973,0.20405,3
28,11,0.56287,0.23573,2
28,12,0.56462,0.254,1
28,13,0.56241,0.26864,5
28,14,0.56223,0.2919,3
28,15,0.5651,0.31098,4
28,16,0.56348,0.32519,2
28,17,0.57562,0.34758,1
28,18,0.56241,0.36377,1
28,19,0.5611,0.39703,1
28,21,0.56223,0.4259,2
28,22,0.56862,0.44854,3
28,23,0.5789,0.47298,1
28,24,0.5739,0.4947,4
28,25,0.57062,0.51224,4
28,26,0.5716,0.5335,1
28,27,0.57117,0.54549,6
28,28,0.57178,0.5739,5
28,29,0.56904,0.58916,11
28,30,0.56939,0.60923,8
28,31,0.56979,0.63023,8
28,32,0.56906,0.64943,7
28,33,0.56814,0.66689,3
28,36,0.56025,0.73808,2
28,37,0.56993,0.74956,10
28,38,0.57157,0.77149,9
28,39,0.56859,0.78668,4
28,40,0.56908,0.80943,9
28,41,0.57116,0.8283,8
28,42,0.57168,0.85167,8
28,43,0.56849,0.86599,5
29,2,0.5859,0.05991,1
29,3,0.5905,0.07266,7
29,4,0.58919,0.08792,2
29,5,0.58729,0.10572,3
29,6,0.59098,0.13082,4
29,7,0.58892,0.14798,6
29,8,0.59428,0.16763,9
29,9,0.58681,0.1956,5
29,10,0.58031,0.20114,1
29,13,0.5956,0.26935,1
29,15,0.59736,0.31242,3
29,16,0.59528,0.33048,4
29,17,0.59454,0.35394,5
29,18,0.59525,0.36543,4
29,19,0.59418,0.3855,4
29,20,0.59053,0.41243,4
29,21,0.59037,0.43044,2
29,22,0.59072,0.45057,4
29,24,0.59501,0.49175,5
29,25,0.59685,0.50531,3
29,26,0.59369,0.53456,4
29,27,0.58443,0.54474,4
29,28,0.58687,0.57198,6
29,29,0.58927,0.59224,5
29,30,0.59368,0.60711,5
29,31,0.58873,0.63485,9
29,32,0.59176,0.65145,7
29,33,0.58415,0.66425,2
29,36,0.59048,0.73347,4
29,37,0.59136,0.74895,8
29,38,0.58537,0.77369,4
29,39,0.59027,0.79206,6
29,40,0.5928,0.81138,8
29,41,0.58638,0.82939,4
29,42,0.59077,0.8522,11
29,43,0.59103,0.86578,6
29,46,0.5884,0.92306,1
30,0,0.61484,0.00511,1
30,3,0.60644,0.07315,2
30,4,0.61022,0.09276,8
30,5,0.6103,0.109,9
30,6,0.61254,0.12929,10
30,7,0.61119,0.14901,3
30,8,0.61695,0.16694,5
30,9,0.6094,0.18945,7
30,10,0.61903,0.21795,1
30,11,0.61703,0.2343,1
30,12,0.61298,0.2494,4
30,13,0.61102,0.27032,9
30,14,0.60614,0.2942,3
30,15,0.60695,0.30964,8
30,16,0.61018,0.33219,7
30,17,0.61098,0.35246,4
30,18,0.61083,0.37106,9
30,19,0.60601,0.38449,5
30,20,0.60935,0.41013,12
30,21,0.61203,0.42698,5
30,22,0.60899,0.45032,9
30,23,0.60765,0.46952,7
30,24,0.61332,0.49271,7
30,25,0.61003,0.50574,8
30,26,0.60747,0.5262,3
30,27,0.61383,0.55041,6
30,28,0.60854,0.56689,4
30,29,0.61084,0.58694,7
30,30,0.60872,0.60926,5
30,31,0.61269,0.62841,6
30,32,0.61442,0.65114,7
30,33,0.60477,0.66606,3
30,34,0.60017,0.69161,1
30,37,0.60833,0.74839,12
30,38,0.60998,0.76766,14
30,39,0.60649,0.79137,7
30,40,0.60588,0.80683,4
30,41,0.61207,0.82823,5
30,42,0.60939,0.84862,3
30,43,0.61,0.86581,2
30,45,0.61895,0.90987,2
30,46,0.616,0.92667,1
30,48,0.61636,0.96989,1
30,49,0.60833,0.99389,2
31,3,0.63067,0.07552,7
31,4,0.63362,0.0929,6
31,5,0.62893,0.11179,9
31,6,0.62996,0.13169,7
31,7,0.62693,0.15078,6
31,8,0.62942,0.16886,9
31,9,0.62931,0.19088,5
31,10,0.62729,0.20246,4
31,11,0.62758,0.22222,1
31,12,0.62369,0.24548,1
31,13,0.62629,0.27363,7
31,14,0.62625,0.28923,11
31,15,0.62975,0.30969,6
31,16,0.63863,0.32834,2
31,17,0.62595,0.34556,8
31,18,0.63168,0.36441,7
31,19,0.62645,0.38983,5
31,20,0.62557,0.40836,7
31,21,0.63077,0.43029,11
31,22,0.63112,0.4519,7
31,23,0.63163,0.46787,7
31,24,0.62861,0.48415,4
31,25,0.62968,0.51045,10
31,26,0.62751,0.52977,6
31,27,0.63234,0.55124,8
31,28,0.62926,0.56846,9
31,29,0.63282,0.58853,6
31,30,0.63031,0.60853,9
31,31,0.63041,0.62684,7
31,32,0.6281,0.64864,9
31,33,0.6307,0.6651,5
31,34,0.63155,0.69532,1
31,36,0.63112,0.73344,1
31,37,0.63238,0.75002,4
31,38,0.63055,0.7675,11
31,39,0.63256,0.79141,8
31,40,0.63081,0.81048,7
31,41,0.63277,0.83244,9
31,42,0.62978,0.85097,10
31,43,0.63249,0.86458,2
31,44,0.63475,0.88917,1
31,48,0.63746,0.96906,1
32,2,0.65365,0.05323,1
32,3,0.65181,0.07296,6
32,4,0.65133,0.0862,9
32,5,0.64964,0.11333,5
32,6,0.64826,0.1292,8
32,7,0.64971,0.14834,7
32,8,0.64809,0.16618,8
32,9,0.64971,0.18819,9
32,10,0.64661,0.20135,2
32,11,0.65257,0.2258,1
32,13,0.64928,0.27175,8
32,14,0.65623,0.29207,5
32,15,0.64534,0.31373,4
32,16,0.64824,0.32966,10
32,17,0.65332,0.35551,5
32,18,0.64987,0.37368,8
32,19,0.64913,0.39194,6
32,20,0.65185,0.41191,9
32,21,0.65107,0.42819,10
32,22,0.65285,0.44716,2
32,23,0.65194,0.47144,7
32,24,0.65198,0.49105,7
32,25,0.6491,0.51134,4
32,26,0.65104,0.5308,3
32,27,0.64997,0.54748,9
32,28,0.652,0.57023,11
32,29,0.6484,0.59202,6
32,30,0.64915,0.61281,10
32,31,0.64531,0.63008,10
32,32,0.65186,0.6556,7
32,33,0.64755,0.6649,3
32,34,0.64971,0.68472,1
32,36,0.65191,0.73511,4
32,37,0.64831,0.74932,6
32,38,0.65501,0.76974,4
32,39,0.64918,0.78889,5
32,40,0.65157,0.81135,9
32,41,0.64702,0.82732,4
32,42,0.65163,0.84718,10
32,43,0.64967,0.86677,1
32,47,0.65925,0.94073,1
32,49,0.64539,0.99158,1
33,1,0.67256,0.028,1
33,3,0.66483,0.07722,1
33,4,0.66057,0.09598,1
33,5,0.66912,0.11316,4
33,6,0.66854,0.13031,2
33,7,0.66277,0.14875,4
33,8,0.6605,0.16257,1
33,10,0.67203,0.21338,1
33,15,0.67105,0.30854,3
33,16,0.66015,0.32721,1
33,18,0.67362,0.37261,1
33,19,0.66139,0.38477,1
33,22,0.67353,0.45279,1
33,23,0.66301,0.46804,1
33,24,0.67355,0.48271,1
33,26,0.66113,0.53129,3
33,27,0.66134,0.55017,2
33,28,0.66097,0.57987,1
33,29,0.66066,0.58538,2
33,31,0.66123,0.62841,2
33,32,0.66373,0.65192,1
33,36,0.67212,0.73727,3
33,37,0.66724,0.75112,10
33,38,0.67038,0.77178,5
33,39,0.66787,0.79273,8
33,40,0.66963,0.81075,7
33,41,0.66856,0.83044,8
33,42,0.673,0.84666,6
33,43,0.67169,0.86677,5
33,44,0.66758,0.89189,1
33,45,0.6687,0.90695,2
33,46,0.67614,0.93068,1
34,3,0.68028,0.0634,1
34,5,0.69724,0.10287,1
34,6,0.68046,0.12998,2
34,7,0.68445,0.1453,6
34,8,0.68969,0.17025,4
34,9,0.6948,0.19786,1
34,10,0.69711,0.20989,3
34,11,0.69835,0.23301,1
34,17,0.69176,0.34565,2
34,21,0.69333,0.43592,1
34,24,0.69794,0.48971,1
34,27,0.6923,0.55371,1
34,36,0.69389,0.7368,3
34,37,0.69017,0.75097,10
34,38,0.69342,0.7733,5
34,39,0.69075,0.79157,8
34,40,0.68675,0.81158,4
34,41,0.68624,0.83043,8
34,42,0.69463,0.85313,7
34,43,0.68883,0.86608,2
34,44,0.68725,0.89677,1
34,47,0.69239,0.94631,2
34,48,0.68402,0.97065,1
35,1,0.70603,0.03436,1
35,5,0.71827,0.10583,1
35,7,0.71903,0.1522,2
35,8,0.71308,0.17968,2
35,9,0.71972,0.18036,1
35,11,0.70547,0.23383,2
35,13,0.70832,0.27668,1
35,14,0.71003,0.29386,2
35,15,0.70984,0.31088,3
35,16,0.71199,0.32813,2
35,17,0.71271,0.3482,3
35,18,0.71638,0.36428,2
35,20,0.71318,0.41496,2
35,25,0.71366,0.50051,1
35,26,0.71569,0.52395,1
35,36,0.71321,0.73369,1
35,37,0.71104,0.75141,8
35,38,0.71405,0.76856,12
35,39,0.71318,0.78999,7
35,40,0.71042,0.81138,11
35,41,0.70723,0.82836,6
35,42,0.70602,0.84852,8
35,43,0.71235,0.86533,3
35,44,0.71568,0.89687,1
36,0,0.73934,0.00819,1
36,3,0.73024,0.06133,1
36,4,0.73748,0.09926,2
36,5,0.7318,0.11135,1
36,6,0.73359,0.13046,9
36,7,0.7321,0.1491,14
36,8,0.72906,0.16612,4
36,9,0.73059,0.18961,8
36,10,0.7358,0.2195,1
36,12,0.73432,0.25094,1
36,18,0.721,0.3659,1
36,19,0.7216,0.39705,1
36,20,0.72204,0.40524,2
36,21,0.73023,0.43175,1
36,22,0.72568,0.44572,3
36,23,0.72951,0.4667,4
36,24,0.7282,0.48739,4
36,25,0.73236,0.51165,3
36,26,0.73474,0.52739,2
36,27,0.73304,0.54605,3
36,28,0.73598,0.57119,7
36,30,0.73852,0.60385,4
36,31,0.73163,0.63218,1
36,32,0.73095,0.64355,1
36,36,0.72732,0.73762,3
36,37,0.7306,0.74904,7
36,38,0.72737,0.77121,7
36,39,0.73032,0.79483,3
36,40,0.72915,0.80754,5
36,41,0.73048,0.8288,6
36,42,0.72771,0.84984,8
36,43,0.73316,0.86742,2
36,44,0.73144,0.88964,2
36,46,0.73997,0.92621,1
37,4,0.75042,0.09307,6
37,5,0.7482,0.11241,7
37,6,0.75145,0.12755,11
37,7,0.7503,0.15333,5
37,8,0.75153,0.17008,10
37,9,0.75072,0.18925,11
37,10,0.75355,0.2034,4
37,11,0.75667,0.2357,1
37,12,0.75112,0.25306,2
37,15,0.75133,0.30843,1
37,20,0.7571,0.41635,2
37,21,0.75995,0.43152,1
37,22,0.75068,0.44857,2
37,23,0.7574,0.46725,4
37,26,0.75571,0.52404,2
37,27,0.75367,0.5457,2
37,29,0.7415,0.58804,3
37,30,0.74351,0.60972,1
37,31,0.74599,0.63438,4
37,32,0.74419,0.65184,2
37,33,0.74605,0.6714,3
37,34,0.74999,0.68888,3
37,35,0.74966,0.71368,3
37,36,0.74515,0.73648,1
37,37,0.75103,0.74924,8
37,38,0.74724,0.7722,9
37,39,0.75319,0.79198,5
37,40,0.74714,0.80769,6
37,41,0.74823,0.83105,3
37,42,0.74938,0.85049,9
37,48,0.74181,0.96332,2
38,2,0.77144,0.04698,2
38,4,0.769,0.09294,5
38,5,0.76856,0.11059,12
38,6,0.76867,0.12953,12
38,7,0.76822,0.14983,11
38,8,0.76853,0.17217,12
38,9,0.7724,0.19379,7
38,10,0.7742,0.20738,3
38,11,0.76435,0.22008,1
38,17,0.77127,0.35995,1
38,18,0.77288,0.36932,7
38,19,0.77252,0.38877,7
38,20,0.77759,0.41245,4
38,21,0.76986,0.42927,14
38,22,0.76761,0.44666,9
38,23,0.77194,0.47152,7
38,24,0.76929,0.48755,8
38,25,0.76787,0.51058,4
38,26,0.77187,0.52778,7
38,27,0.76901,0.54645,6
38,28,0.7732,0.56812,2
38,29,0.77412,0.59601,1
38,35,0.77327,0.71657,1
38,36,0.76483,0.73054,1
38,38,0.76062,0.77905,1
38,39,0.76185,0.78136,2
38,40,0.76415,0.80676,3
38,42,0.77009,0.85021,4
38,43,0.77288,0.87232,4
38,44,0.77752,0.88963,4
38,45,0.77917,0.90817,2
38,48,0.77148,0.96578,2
39,0,0.7861,0.0153,1
39,1,0.79503,0.03834,1
39,3,0.78971,0.06612,1
39,4,0.78993,0.09195,8
39,5,0.78945,0.10994,9
39,6,0.7871,0.12708,5
39,7,0.79183,0.15224,4
39,8,0.79203,0.17006,6
39,9,0.79226,0.19208,11
39,10,0.78813,0.20748,7
39,11,0.78861,0.2345,3
39,12,0.7979,0.24855,2
39,13,0.79092,0.27325,2
39,14,0.78662,0.2845,2
39,15,0.79134,0.31259,9
39,16,0.79113,0.3307,4
39,17,0.7881,0.35357,6
39,18,0.79351,0.37388,8
39,19,0.79197,0.38611,6
39,20,0.78648,0.40622,7
39,21,0.79225,0.42716,4
39,22,0.79687,0.45338,4
39,23,0.79009,0.46858,5
39,24,0.79024,0.48999,6
39,25,0.79101,0.51047,8
39,26,0.78975,0.53198,15
39,27,0.78941,0.54699,3
39,28,0.79556,0.57294,6
39,29,0.79065,0.58928,11
39,30,0.79304,0.6036,5
39,31,0.79919,0.62995,2
39,37,0.79253,0.75048,1
39,40,0.78953,0.81525,1
39,42,0.78739,0.8557,1
39,45,0.78499,0.9098,3
39,47,0.79756,0.94574,5
39,48,0.78894,0.97747,1
40,3,0.81105,0.0768,3
40,4,0.80991,0.08628,6
40,5,0.81223,0.11011,4
40,6,0.80849,0.1368,5
40,7,0.81033,0.14892,12
40,8,0.81201,0.16743,10
40,9,0.81061,0.18659,4
40,10,0.8095,0.21125,13
40,11,0.80582,0.23143,3
40,12,0.80857,0.25039,9
40,13,0.80837,0.27124,6
40,14,0.81201,0.29195,6
40,15,0.80966,0.31213,11
40,16,0.80944,0.32811,13
40,17,0.80975,0.35137,11
40,18,0.80867,0.36895,11
40,19,0.81504,0.38781,5
40,20,0.81238,0.41374,5
40,21,0.80975,0.43119,3
40,22,0.81182,0.44987,10
40,23,0.81294,0.46913,8
40,24,0.80772,0.49195,6
40,25,0.81336,0.51407,4
40,26,0.8082,0.5313,4
40,27,0.81079,0.54902,6
40,28,0.81388,0.57008,6
40,29,0.8078,0.59265,5
40,30,0.8075,0.60934,11
40,31,0.81068,0.62994,12
40,32,0.81034,0.65092,3
40,33,0.81858,0.66989,4
40,34,0.80642,0.68742,1
40,37,0.80866,0.75485,1
40,39,0.80353,0.79221,1
40,41,0.81,0.83955,1
40,44,0.80363,0.89862,1
40,45,0.80914,0.91656,2
40,46,0.81116,0.9371,2
40,47,0.81095,0.95522,1
40,49,0.81208,0.98219,1
41,4,0.82814,0.08879,13
41,5,0.83326,0.1124,2
41,6,0.82879,0.13132,5
41,7,0.83138,0.15132,11
41,8,0.83422,0.17358,4
41,9,0.82899,0.1873,11
41,10,0.83129,0.20968,16
41,11,0.82595,0.23191,4
41,12,0.83054,0.25012,8
41,13,0.83142,0.27297,8
41,14,0.82891,0.2883,10
41,15,0.82579,0.3128,9
41,16,0.82821,0.33254,8
41,17,0.83522,0.35051,7
41,18,0.82902,0.37047,5
41,19,0.8317,0.39174,6
41,20,0.82805,0.41245,3
41,21,0.83222,0.42566,3
41,22,0.82941,0.45067,7
41,23,0.82877,0.47094,9
41,24,0.83027,0.49217,10
41,25,0.83312,0.51553,2
41,26,0.83096,0.53229,7
41,27,0.83364,0.55144,12
41,28,0.82705,0.56674,4
41,29,0.83298,0.59038,10
41,30,0.83072,0.60795,9
41,31,0.82975,0.63306,10
41,32,0.83133,0.64822,5
41,33,0.82677,0.67262,11
41,34,0.826,0.68241,2
41,35,0.83697,0.70954,4
41,44,0.83866,0.88519,1
41,45,0.82886,0.9077,4
41,46,0.82404,0.93263,1
41,47,0.82354,0.94311,1
41,49,0.82574,0.98957,1
42,0,0.84998,0.01281,2
42,2,0.85473,0.04825,2
42,3,0.84027,0.07876,1
42,4,0.84992,0.08755,8
42,5,0.84825,0.11063,10
42,6,0.85368,0.12855,4
42,7,0.85164,0.15132,5
42,8,0.84867,0.17236,8
42,9,0.84861,0.19284,6
42,10,0.84967,0.21011,9
42,11,0.84886,0.23255,9
42,12,0.84943,0.24668,4
42,13,0.84903,0.27385,6
42,14,0.85097,0.28941,11
42,15,0.85001,0.30811,5
42,16,0.84896,0.32713,4
42,17,0.85096,0.3514,7
42,18,0.84479,0.37166,1
42,19,0.85058,0.39163,3
42,20,0.8502,0.41126,10
42,21,0.84891,0.42923,13
42,22,0.85429,0.44173,4
42,23,0.85076,0.46489,3
42,24,0.84956,0.49216,12
42,25,0.85032,0.50766,8
42,26,0.84805,0.52846,5
42,27,0.85245,0.54652,5
42,28,0.84922,0.57176,10
42,29,0.85018,0.59259,8
42,30,0.8496,0.61061,6
42,31,0.8499,0.62651,9
42,32,0.85152,0.65459,6
42,33,0.85238,0.67492,6
42,34,0.8515,0.68843,7
42,35,0.84624,0.70774,7
42,36,0.8502,0.72493,6
42,37,0.85662,0.74473,3
42,38,0.84533,0.76946,1
42,39,0.85956,0.79365,2
42,40,0.8502,0.80502,1
42,41,0.85221,0.83701,2
42,42,0.84739,0.85275,8
42,43,0.84194,0.86673,2
42,44,0.84547,0.88467,3
42,48,0.85543,0.96882,1
43,0,0.87395,0.01092,3
43,2,0.8702,0.05296,1
43,4,0.86302,0.09184,7
43,5,0.87279,0.1114,8
43,6,0.87361,0.1272,5
43,7,0.86648,0.15082,8
43,8,0.86943,0.16807,5
43,9,0.86918,0.1917,11
43,10,0.87206,0.21206,10
43,11,0.87061,0.23296,8
43,12,0.87074,0.25378,7
43,13,0.87308,0.27048,11
43,14,0.86828,0.29131,5
43,15,0.87444,0.31224,9
43,16,0.86768,0.32744,9
43,17,0.87214,0.34719,6
43,18,0.86903,0.36673,4
43,19,0.87145,0.3899,5
43,20,0.87179,0.41231,10
43,21,0.86857,0.43282,8
43,22,0.86638,0.44811,6
43,23,0.86731,0.46787,5
43,24,0.87047,0.4884,7
43,25,0.8655,0.51177,8
43,26,0.87037,0.53002,10
43,27,0.86682,0.55159,4
43,28,0.87006,0.56976,9
43,29,0.86353,0.59198,3
43,30,0.86882,0.6061,3
43,31,0.86953,0.6299,7
43,32,0.87018,0.65086,9
43,33,0.86631,0.67101,10
43,34,0.87076,0.68712,6
43,35,0.8743,0.70864,2
43,36,0.86782,0.72956,9
43,37,0.86667,0.74748,9
43,38,0.8686,0.76843,4
43,39,0.87156,0.78378,2
43,40,0.86207,0.81222,1
44,2,0.88525,0.05804,1
44,6,0.88446,0.13041,2
44,7,0.88815,0.14742,4
44,8,0.88763,0.1681,5
44,9,0.89114,0.18945,10
44,10,0.88845,0.21168,10
44,11,0.88703,0.22881,6
44,12,0.89388,0.2505,2
44,13,0.88997,0.26864,6
44,14,0.89037,0.28649,8
44,15,0.8903,0.31018,8
44,16,0.88824,0.3287,8
44,17,0.88985,0.34724,5
44,18,0.88567,0.36941,4
44,19,0.88372,0.39043,4
44,20,0.88516,0.41017,5
44,21,0.88567,0.42792,6
44,22,0.88205,0.45757,1
44,23,0.88189,0.47211,4
44,24,0.8818,0.48479,2
44,25,0.88306,0.51209,3
44,26,0.88425,0.53192,3
44,27,0.88518,0.5511,3
44,28,0.88496,0.57201,4
44,29,0.89116,0.58827,5
44,30,0.88674,0.60176,1
44,31,0.89249,0.63099,5
44,32,0.89221,0.64759,4
44,33,0.88759,0.67142,5
44,34,0.89133,0.6871,7
44,35,0.89255,0.70963,10
44,36,0.89304,0.72869,7
44,37,0.88712,0.74881,12
44,38,0.88957,0.7705,9
45,4,0.91025,0.09101,4
45,7,0.90106,0.15917,1
45,8,0.90737,0.17332,3
45,9,0.90281,0.1914,2
45,10,0.90539,0.20589,2
45,11,0.90404,0.22428,2
45,12,0.90671,0.2505,5
45,13,0.90117,0.268,3
45,15,0.90528,0.3024,1
45,16,0.91012,0.32039,1
45,20,0.90887,0.40802,1
45,21,0.90405,0.42995,1
45,23,0.91721,0.47573,3
45,25,0.91843,0.50232,2
45,26,0.91027,0.53176,3
45,27,0.90694,0.54514,2
45,28,0.90371,0.57622,4
45,29,0.90827,0.58188,3
45,30,0.90675,0.61082,2
45,32,0.90421,0.65253,3
45,33,0.90535,0.66677,3
45,34,0.91161,0.6895,5
45,35,0.90803,0.71023,4
45,36,0.90829,0.73533,4
45,37,0.90688,0.75105,1
45,38,0.90368,0.7659,1
45,42,0.90068,0.84066,1
45,47,0.90438,0.95711,1
45,49,0.90965,0.98315,1
46,6,0.93053,0.12608,2
46,13,0.93173,0.26082,1
46,14,0.92196,0.29517,1
46,17,0.93425,0.35727,2
46,18,0.93686,0.37009,2
46,19,0.93185,0.38608,5
46,20,0.9352,0.41226,1
46,21,0.92698,0.42964,1
46,22,0.92604,0.44851,5
46,23,0.92149,0.47954,2
46,26,0.92069,0.52432,1
46,27,0.92958,0.55707,1
46,30,0.9296,0.60281,1
46,32,0.93463,0.642,1
46,39,0.93849,0.78917,1
46,45,0.94,0.90031,1
46,46,0.92552,0.92944,1
47,1,0.95731,0.02448,1
47,6,0.95123,0.13127,3
47,8,0.94802,0.17539,1
47,10,0.94718,0.20693,1
47,12,0.95495,0.24772,1
47,13,0.95717,0.26946,2
47,14,0.95238,0.29135,2
47,15,0.94808,0.30983,4
47,17,0.9419,0.34835,3
47,23,0.95029,0.47131,3
47,24,0.95196,0.4955,1
47,28,0.95066,0.57819,1
47,29,0.95617,0.5921,1
47,31,0.94849,0.62813,1
47,32,0.94914,0.65083,3
47,37,0.94674,0.74522,1
47,41,0.95806,0.83613,1
47,43,0.94047,0.86451,1
47,44,0.94473,0.88344,1
47,47,0.95595,0.94063,1
47,48,0.94994,0.96847,2
48,0,0.96127,0.0,1
48,6,0.97706,0.12879,2
48,7,0.97165,0.14815,4
48,8,0.97231,0.16435,2
48,9,0.96097,0.18673,1
48,10,0.96661,0.20927,4
48,11,0.96189,0.22602,4
48,12,0.96688,0.24889,2
48,13,0.96966,0.27004,2
48,15,0.96671,0.30486,1
48,19,0.9719,0.39177,1
48,26,0.9696,0.53252,1
48,27,0.96835,0.55551,1
48,29,0.97902,0.5961,1
48,31,0.96567,0.62154,1
48,33,0.9778,0.66264,1
48,36,0.97033,0.73574,1
48,47,0.97995,0.95812,1
49,0,0.98455,0.01715,1
49,4,0.98976,0.08799,1
49,5,1.0,0.10509,1
49,6,0.99769,0.13654,1
49,15,0.9936,0.31456,2
49,16,0.99324,0.32743,1
49,17,0.98494,0.35209,1
49,22,0.99343,0.45116,1
49,26,0.9927,0.53492,2
49,30,0.98562,0.61757,1
49,32,0.99974,0.64926,1
49,35,0.99317,0.71144,1
49,41,0.994,0.82496,1
49,42,0.99179,0.84815,2
49,45,0.98543,0.91898,2
49,48,0.99457,0.97159,1
