0 , 4 , 0.01685 , 0.15775 , 5
0 , 5 , 0.006 , 0.17061 , 1
0 , 14 , 0.01891 , 0.49216 , 2
0 , 15 , 0.0176 , 0.5113 , 4
0 , 16 , 0.0315 , 0.5376 , 1
0 , 24 , 0.01258 , 0.82974 , 1
0 , 25 , 0.02219 , 0.84749 , 6
1 , 3 , 0.05721 , 0.11728 , 5
1 , 4 , 0.04425 , 0.15268 , 7
1 , 5 , 0.06115 , 0.18344 , 4
1 , 6 , 0.06043 , 0.22035 , 3
1 , 13 , 0.06021 , 0.44595 , 1
1 , 14 , 0.0501 , 0.47923 , 7
1 , 15 , 0.05016 , 0.51512 , 6
1 , 16 , 0.05296 , 0.55023 , 5
1 , 23 , 0.06134 , 0.78427 , 3
1 , 24 , 0.05208 , 0.81221 , 8
1 , 25 , 0.04759 , 0.85625 , 6
1 , 26 , 0.04923 , 0.87635 , 4
2 , 3 , 0.08137 , 0.11366 , 7
2 , 4 , 0.08514 , 0.15069 , 6
2 , 5 , 0.08572 , 0.18603 , 7
2 , 6 , 0.07849 , 0.21551 , 10
2 , 7 , 0.08813 , 0.24252 , 5
2 , 12 , 0.08693 , 0.42338 , 8
2 , 13 , 0.08321 , 0.44427 , 11
2 , 14 , 0.08396 , 0.4792 , 7
2 , 15 , 0.077 , 0.51064 , 4
2 , 16 , 0.09615 , 0.54877 , 2
2 , 17 , 0.08293 , 0.57346 , 4
2 , 22 , 0.0948 , 0.75266 , 4
2 , 23 , 0.0825 , 0.79909 , 1
2 , 24 , 0.09006 , 0.81897 , 5
2 , 25 , 0.08308 , 0.84553 , 10
2 , 26 , 0.08264 , 0.88066 , 6
2 , 27 , 0.08049 , 0.91082 , 5
3 , 1 , 0.13035 , 0.05636 , 2
3 , 2 , 0.11561 , 0.07931 , 8
3 , 3 , 0.11541 , 0.11659 , 6
3 , 4 , 0.11697 , 0.15659 , 9
3 , 6 , 0.12055 , 0.21852 , 4
3 , 7 , 0.11727 , 0.24742 , 7
3 , 8 , 0.12304 , 0.2692 , 5
3 , 11 , 0.1285 , 0.38827 , 2
3 , 12 , 0.11717 , 0.42562 , 8
3 , 13 , 0.11684 , 0.45345 , 5
3 , 14 , 0.11449 , 0.48183 , 6
3 , 15 , 0.11655 , 0.51794 , 4
3 , 16 , 0.11447 , 0.54367 , 5
3 , 17 , 0.12166 , 0.58016 , 8
3 , 18 , 0.12274 , 0.61784 , 4
3 , 21 , 0.12518 , 0.72706 , 6
3 , 22 , 0.12833 , 0.74394 , 4
3 , 23 , 0.11245 , 0.78331 , 6
3 , 24 , 0.11695 , 0.81361 , 8
3 , 25 , 0.11327 , 0.85202 , 5
3 , 26 , 0.11834 , 0.89187 , 8
3 , 27 , 0.12012 , 0.91942 , 6
3 , 28 , 0.12049 , 0.9447 , 9
4 , 0 , 0.16087 , 0.01627 , 8
4 , 1 , 0.14785 , 0.04831 , 6
4 , 2 , 0.14612 , 0.08276 , 4
4 , 3 , 0.15287 , 0.11371 , 6
4 , 4 , 0.1466 , 0.14862 , 9
4 , 5 , 0.15301 , 0.17737 , 5
4 , 6 , 0.15274 , 0.20348 , 3
4 , 7 , 0.14836 , 0.25641 , 8
4 , 8 , 0.14855 , 0.27169 , 7
4 , 9 , 0.16286 , 0.3237 , 2
4 , 10 , 0.16215 , 0.34759 , 2
4 , 11 , 0.15202 , 0.38141 , 8
4 , 12 , 0.15136 , 0.41927 , 3
4 , 13 , 0.15671 , 0.45178 , 4
4 , 14 , 0.14257 , 0.4798 , 6
4 , 15 , 0.15494 , 0.51547 , 7
4 , 16 , 0.14201 , 0.55042 , 5
4 , 17 , 0.15239 , 0.58421 , 10
4 , 18 , 0.14785 , 0.6121 , 7
4 , 19 , 0.15543 , 0.64875 , 3
4 , 20 , 0.15682 , 0.69659 , 2
4 , 21 , 0.14804 , 0.71874 , 8
4 , 22 , 0.1527 , 0.75033 , 5
4 , 23 , 0.15355 , 0.78407 , 9
4 , 24 , 0.14108 , 0.82443 , 3
4 , 25 , 0.1492 , 0.84976 , 5
4 , 26 , 0.14641 , 0.88337 , 3
4 , 27 , 0.14645 , 0.91467 , 5
4 , 28 , 0.1516 , 0.94985 , 9
4 , 29 , 0.15227 , 0.98334 , 6
5 , 0 , 0.17804 , 0.02077 , 6
5 , 1 , 0.18659 , 0.047 , 6
5 , 2 , 0.18488 , 0.07917 , 5
5 , 3 , 0.17945 , 0.11329 , 8
5 , 4 , 0.18134 , 0.15058 , 7
5 , 5 , 0.1874 , 0.18742 , 6
5 , 6 , 0.18705 , 0.21483 , 8
5 , 7 , 0.18506 , 0.24536 , 7
5 , 8 , 0.18402 , 0.28645 , 8
5 , 9 , 0.17619 , 0.3077 , 3
5 , 10 , 0.17888 , 0.35846 , 5
5 , 11 , 0.18278 , 0.38267 , 6
5 , 12 , 0.18822 , 0.41707 , 4
5 , 13 , 0.18714 , 0.44399 , 6
5 , 14 , 0.18485 , 0.48116 , 7
5 , 15 , 0.18102 , 0.51751 , 6
5 , 16 , 0.1864 , 0.55542 , 10
5 , 17 , 0.18377 , 0.57865 , 6
5 , 18 , 0.18321 , 0.60836 , 9
5 , 19 , 0.18859 , 0.64717 , 2
5 , 20 , 0.17255 , 0.68056 , 2
5 , 21 , 0.18248 , 0.72049 , 4
5 , 22 , 0.18381 , 0.74643 , 6
5 , 23 , 0.18032 , 0.78387 , 5
5 , 24 , 0.17893 , 0.82379 , 5
5 , 25 , 0.18147 , 0.85303 , 4
5 , 26 , 0.18503 , 0.87855 , 6
5 , 27 , 0.18363 , 0.91363 , 8
5 , 28 , 0.18334 , 0.95495 , 9
5 , 29 , 0.17279 , 0.98254 , 4
6 , 1 , 0.21551 , 0.05827 , 2
6 , 2 , 0.21916 , 0.07651 , 4
6 , 3 , 0.21468 , 0.11157 , 5
6 , 4 , 0.21657 , 0.15108 , 5
6 , 5 , 0.2152 , 0.18263 , 9
6 , 6 , 0.21743 , 0.21352 , 6
6 , 7 , 0.21567 , 0.25082 , 11
6 , 8 , 0.20099 , 0.29606 , 1
6 , 11 , 0.21601 , 0.39048 , 2
6 , 12 , 0.22102 , 0.41339 , 7
6 , 13 , 0.21416 , 0.45493 , 13
6 , 14 , 0.21762 , 0.48245 , 7
6 , 15 , 0.20598 , 0.50879 , 4
6 , 16 , 0.21308 , 0.55325 , 8
6 , 17 , 0.21462 , 0.5857 , 7
6 , 18 , 0.21993 , 0.6082 , 4
6 , 21 , 0.21273 , 0.7267 , 5
6 , 22 , 0.21414 , 0.75154 , 9
6 , 23 , 0.21723 , 0.78143 , 8
6 , 24 , 0.21586 , 0.82512 , 7
6 , 25 , 0.21987 , 0.84757 , 11
6 , 26 , 0.21862 , 0.88696 , 8
6 , 27 , 0.22063 , 0.90944 , 4
6 , 28 , 0.21641 , 0.9547 , 2
7 , 2 , 0.24709 , 0.08995 , 6
7 , 3 , 0.25203 , 0.12207 , 6
7 , 4 , 0.24954 , 0.14571 , 4
7 , 5 , 0.25105 , 0.17981 , 6
7 , 6 , 0.25096 , 0.21981 , 11
7 , 7 , 0.24146 , 0.2464 , 4
7 , 12 , 0.24775 , 0.42535 , 3
7 , 13 , 0.24747 , 0.45074 , 7
7 , 14 , 0.25441 , 0.48503 , 3
7 , 15 , 0.25134 , 0.5153 , 8
7 , 16 , 0.25019 , 0.54698 , 9
7 , 17 , 0.24222 , 0.57177 , 3
7 , 22 , 0.24085 , 0.75892 , 2
7 , 23 , 0.25445 , 0.78314 , 5
7 , 24 , 0.24978 , 0.80904 , 4
7 , 25 , 0.24749 , 0.85699 , 5
7 , 26 , 0.25057 , 0.88248 , 11
7 , 27 , 0.25072 , 0.91231 , 8
8 , 3 , 0.27454 , 0.12015 , 6
8 , 4 , 0.2826 , 0.15458 , 6
8 , 5 , 0.28622 , 0.185 , 8
8 , 6 , 0.29204 , 0.20155 , 1
8 , 13 , 0.27506 , 0.45812 , 3
8 , 14 , 0.27804 , 0.48423 , 6
8 , 15 , 0.28511 , 0.51711 , 6
8 , 16 , 0.28313 , 0.54402 , 5
8 , 24 , 0.28371 , 0.8171 , 8
8 , 25 , 0.2846 , 0.85476 , 5
8 , 26 , 0.28066 , 0.87519 , 3
8 , 27 , 0.27126 , 0.90407 , 2
9 , 3 , 0.30056 , 0.13182 , 1
9 , 4 , 0.31344 , 0.1522 , 3
9 , 5 , 0.31147 , 0.17787 , 5
9 , 14 , 0.30956 , 0.49355 , 3
9 , 15 , 0.30978 , 0.51106 , 4
9 , 24 , 0.31126 , 0.82914 , 4
9 , 25 , 0.30985 , 0.84612 , 4
10 , 4 , 0.34641 , 0.16092 , 3
10 , 5 , 0.36209 , 0.18427 , 2
10 , 14 , 0.35152 , 0.49876 , 2
10 , 15 , 0.35516 , 0.51195 , 4
10 , 24 , 0.36233 , 0.82717 , 2
10 , 25 , 0.3532 , 0.8453 , 5
10 , 26 , 0.36526 , 0.87177 , 2
11 , 3 , 0.39313 , 0.12033 , 6
11 , 4 , 0.37921 , 0.15752 , 7
11 , 5 , 0.37597 , 0.1882 , 6
11 , 6 , 0.39238 , 0.22092 , 2
11 , 14 , 0.38213 , 0.48459 , 8
11 , 15 , 0.38306 , 0.52317 , 5
11 , 16 , 0.38451 , 0.54332 , 9
11 , 24 , 0.38581 , 0.81807 , 9
11 , 25 , 0.37928 , 0.84556 , 3
11 , 26 , 0.38236 , 0.87593 , 7
11 , 27 , 0.39602 , 0.90012 , 1
12 , 2 , 0.4209 , 0.07984 , 1
12 , 3 , 0.41218 , 0.11408 , 7
12 , 4 , 0.4195 , 0.14902 , 3
12 , 5 , 0.41341 , 0.17953 , 8
12 , 6 , 0.41782 , 0.21658 , 8
12 , 7 , 0.42112 , 0.23779 , 6
12 , 12 , 0.4228 , 0.42154 , 1
12 , 13 , 0.41493 , 0.44997 , 8
12 , 14 , 0.41583 , 0.48512 , 11
12 , 15 , 0.4164 , 0.51872 , 4
12 , 16 , 0.42069 , 0.54158 , 4
12 , 17 , 0.42487 , 0.57923 , 5
12 , 22 , 0.42919 , 0.76069 , 2
12 , 23 , 0.41875 , 0.77883 , 6
12 , 24 , 0.41305 , 0.81268 , 11
12 , 25 , 0.41291 , 0.85495 , 6
12 , 26 , 0.42411 , 0.88375 , 3
12 , 27 , 0.4215 , 0.91625 , 6
13 , 1 , 0.45138 , 0.05975 , 5
13 , 2 , 0.45263 , 0.0825 , 5
13 , 3 , 0.45241 , 0.12199 , 6
13 , 4 , 0.45105 , 0.1513 , 7
13 , 5 , 0.44975 , 0.1822 , 7
13 , 6 , 0.45046 , 0.20444 , 2
13 , 7 , 0.44834 , 0.24834 , 5
13 , 8 , 0.45238 , 0.27775 , 2
13 , 11 , 0.46344 , 0.38623 , 1
13 , 12 , 0.44968 , 0.41595 , 7
13 , 13 , 0.44707 , 0.44785 , 5
13 , 14 , 0.45449 , 0.4796 , 11
13 , 15 , 0.44898 , 0.51944 , 7
13 , 16 , 0.44242 , 0.55272 , 7
13 , 17 , 0.44169 , 0.57591 , 6
13 , 18 , 0.4513 , 0.61185 , 3
13 , 21 , 0.46285 , 0.73257 , 1
13 , 22 , 0.4499 , 0.75265 , 10
13 , 23 , 0.44994 , 0.77519 , 5
13 , 24 , 0.45572 , 0.81326 , 6
13 , 25 , 0.44726 , 0.84819 , 6
13 , 26 , 0.44652 , 0.87574 , 5
13 , 27 , 0.45132 , 0.91389 , 4
13 , 28 , 0.452 , 0.9445 , 6
14 , 0 , 0.49114 , 0.02183 , 5
14 , 1 , 0.48178 , 0.04755 , 7
14 , 2 , 0.48667 , 0.08634 , 9
14 , 3 , 0.48047 , 0.11931 , 6
14 , 4 , 0.49224 , 0.14275 , 3
14 , 5 , 0.47811 , 0.18126 , 10
14 , 6 , 0.48372 , 0.2204 , 4
14 , 7 , 0.48635 , 0.24947 , 3
14 , 8 , 0.47982 , 0.28064 , 5
14 , 9 , 0.48407 , 0.3055 , 4
14 , 10 , 0.49267 , 0.35886 , 2
14 , 11 , 0.48603 , 0.37901 , 7
14 , 12 , 0.48304 , 0.42 , 8
14 , 13 , 0.48721 , 0.45623 , 3
14 , 14 , 0.48617 , 0.49068 , 2
14 , 15 , 0.47666 , 0.51898 , 6
14 , 16 , 0.48345 , 0.55737 , 4
14 , 17 , 0.49385 , 0.58719 , 2
14 , 18 , 0.48334 , 0.62024 , 8
14 , 19 , 0.4853 , 0.64485 , 8
14 , 20 , 0.4934 , 0.69672 , 2
14 , 21 , 0.48438 , 0.71397 , 6
14 , 22 , 0.48134 , 0.74575 , 5
14 , 23 , 0.48003 , 0.78148 , 9
14 , 24 , 0.48359 , 0.8129 , 5
14 , 25 , 0.48629 , 0.84612 , 11
14 , 26 , 0.48407 , 0.88638 , 8
14 , 27 , 0.48655 , 0.92139 , 2
14 , 28 , 0.48286 , 0.94776 , 9
14 , 29 , 0.48609 , 0.98497 , 4
15 , 0 , 0.51393 , 0.01546 , 6
15 , 1 , 0.5156 , 0.05101 , 13
15 , 2 , 0.51595 , 0.08021 , 7
15 , 3 , 0.51296 , 0.11412 , 4
15 , 4 , 0.51914 , 0.15401 , 8
15 , 5 , 0.5168 , 0.18649 , 8
15 , 6 , 0.51609 , 0.22112 , 5
15 , 7 , 0.51339 , 0.25666 , 6
15 , 8 , 0.52023 , 0.28219 , 7
15 , 9 , 0.51547 , 0.31153 , 3
15 , 10 , 0.52186 , 0.36125 , 3
15 , 11 , 0.51651 , 0.38725 , 5
15 , 12 , 0.52019 , 0.41736 , 7
15 , 13 , 0.51206 , 0.45364 , 9
15 , 14 , 0.51553 , 0.48266 , 6
15 , 15 , 0.51116 , 0.5265 , 6
15 , 16 , 0.51975 , 0.54786 , 4
15 , 17 , 0.51794 , 0.58335 , 6
15 , 18 , 0.50937 , 0.62311 , 7
15 , 19 , 0.51643 , 0.64882 , 3
15 , 20 , 0.51071 , 0.69212 , 5
15 , 21 , 0.51367 , 0.7149 , 5
15 , 22 , 0.51854 , 0.74459 , 2
15 , 23 , 0.51606 , 0.78687 , 6
15 , 24 , 0.51686 , 0.81679 , 11
15 , 25 , 0.51737 , 0.85306 , 4
15 , 26 , 0.51427 , 0.87862 , 8
15 , 27 , 0.5205 , 0.91016 , 3
15 , 28 , 0.51906 , 0.95077 , 7
15 , 29 , 0.52321 , 0.97344 , 5
16 , 1 , 0.54529 , 0.05408 , 7
16 , 2 , 0.55081 , 0.08118 , 7
16 , 3 , 0.54762 , 0.11115 , 8
16 , 4 , 0.55205 , 0.15789 , 4
16 , 5 , 0.54481 , 0.18094 , 5
16 , 6 , 0.55263 , 0.21641 , 7
16 , 7 , 0.55958 , 0.24368 , 6
16 , 8 , 0.54564 , 0.2765 , 7
16 , 11 , 0.54255 , 0.38591 , 6
16 , 12 , 0.55191 , 0.41331 , 8
16 , 13 , 0.55631 , 0.45491 , 7
16 , 14 , 0.5459 , 0.47936 , 10
16 , 15 , 0.54913 , 0.5182 , 4
16 , 16 , 0.54205 , 0.55035 , 4
16 , 17 , 0.54594 , 0.58384 , 4
16 , 18 , 0.54501 , 0.62026 , 5
16 , 21 , 0.54032 , 0.72219 , 3
16 , 22 , 0.55038 , 0.74936 , 7
16 , 23 , 0.55595 , 0.78101 , 5
16 , 24 , 0.55861 , 0.81161 , 5
16 , 25 , 0.54985 , 0.84956 , 5
16 , 26 , 0.54909 , 0.88034 , 5
16 , 27 , 0.5464 , 0.91205 , 8
16 , 28 , 0.54354 , 0.94986 , 4
17 , 2 , 0.58101 , 0.08879 , 4
17 , 3 , 0.58221 , 0.11277 , 7
17 , 4 , 0.58783 , 0.14805 , 7
17 , 5 , 0.57973 , 0.18744 , 5
17 , 6 , 0.58505 , 0.21179 , 9
17 , 7 , 0.58462 , 0.24244 , 3
17 , 12 , 0.58073 , 0.42303 , 4
17 , 13 , 0.58833 , 0.44913 , 5
17 , 14 , 0.581 , 0.47966 , 7
17 , 15 , 0.58074 , 0.51077 , 12
17 , 16 , 0.58115 , 0.55681 , 6
17 , 17 , 0.57899 , 0.5789 , 9
17 , 22 , 0.57422 , 0.752 , 4
17 , 23 , 0.58668 , 0.78098 , 8
17 , 24 , 0.59743 , 0.80401 , 1
17 , 25 , 0.58223 , 0.84842 , 8
17 , 26 , 0.5821 , 0.88325 , 9
17 , 27 , 0.57294 , 0.91019 , 4
17 , 28 , 0.56967 , 0.93696 , 1
18 , 3 , 0.61584 , 0.1203 , 6
18 , 4 , 0.60306 , 0.1456 , 1
18 , 5 , 0.61675 , 0.18489 , 9
18 , 6 , 0.61422 , 0.21548 , 5
18 , 13 , 0.61134 , 0.45114 , 4
18 , 14 , 0.6199 , 0.48074 , 7
18 , 15 , 0.62194 , 0.52076 , 4
18 , 16 , 0.61239 , 0.54538 , 7
18 , 23 , 0.60996 , 0.78521 , 4
18 , 24 , 0.626 , 0.81509 , 3
18 , 25 , 0.61592 , 0.84909 , 9
18 , 26 , 0.61135 , 0.88098 , 6
19 , 4 , 0.64675 , 0.1565 , 3
19 , 5 , 0.65153 , 0.18223 , 3
19 , 14 , 0.63691 , 0.48625 , 2
19 , 15 , 0.64821 , 0.51644 , 3
19 , 16 , 0.63933 , 0.53653 , 1
19 , 24 , 0.64618 , 0.82957 , 3
19 , 25 , 0.65297 , 0.8512 , 8
19 , 26 , 0.63849 , 0.87628 , 1
20 , 4 , 0.69772 , 0.14924 , 1
20 , 5 , 0.68643 , 0.1747 , 2
20 , 15 , 0.68807 , 0.51488 , 5
20 , 24 , 0.69486 , 0.83299 , 1
20 , 25 , 0.69366 , 0.84771 , 3
